,channel_id,channel_name,country,genre_channel,join_date,subscriber,total_video,,,0,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,United States,Gaming,4/29/2010,61006277,3424,
746,UCkDF5-NG0jlPwt0PTzgBM2A,Creepypastas Everywhere,-,Entertainment,8/3/2013,3877213,390,,,,,,,,,,,
747,UCHeLSUsUm_i036m2cBDz-vg,versusbattleru,Russian Federation,Entertainment,6/23/2013,3875135,186,,,,,,,,,,,
748,UCBMxQPhfM6nkhQ8vPfQhkCg,ThreadBanger,-,Howto & Style,3/2/2007,3874556,882,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
750,UCY26xU0-avwTJ6F6TzUZVEw,DreamWorksTV,-,Film and Animation,9/18/2006,3867990,3550,,,,,,,,,,,
751,UCQjh-JVPNWfY-KsZS3RgRHw,Clevver News,-,Entertainment,5/30/2010,3866695,15496,,,,,,,,,,,
752,UCkrKW1_u0O8qSc3xsLoRHew,Funk Bros,United States,Entertainment,11/10/2015,3860737,560,,,,,,,,,,,
753,UCMtFAi84ehTSYSE9XoHefig,The Late Show with Stephen Colbert,-,Entertainment,5/27/2015,3853539,3483,,,,,,,,,,,
754,UC7Gf2tZ8coTX2ckTPgn62iQ,DisneyJuniorUK,-,Entertainment,7/7/2010,3846546,1811,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
757,UC3q2YwNGj7ktNf70PqMW72g,Toy Genie Surprises,-,Entertainment,5/21/2014,3842922,1869,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
759,UChLN0bJgq6d15OK2HVB4YTg,SIS vs BRO,Canada,Entertainment,3/3/2016,3840486,191,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
763,UCe3I9BAVCzf9oACYU1EtrxA,FallOutBoyVEVO,-,Music,5/12/2009,3829051,166,,,,,,,,,,,
764,UCn8-zZ07JDofg2jmOo_X9Qg,HaAshVEVO,-,Music,10/15/2009,3823677,129,,,,,,,,,,,
765,UCiMhD4jzUqG-IgPzUmmytRQ,Queen Official,-,Music,7/7/2008,3823243,697,,,,,,,,,,,
766,UCQ-YJstgVdAiCT52TiBWDbg,ChrisMD,Jersey,Entertainment,7/6/2010,3822203,397,,,,,,,,,,,
767,UCQinRuAywuE2gH20gBBv1Mg,PelucheEn ElEstuche,MÃ©xico,Entertainment,4/3/2014,3822116,247,,,,,,,,,,,
768,UCAQ7PeJwX2F6_odruI6iqrg,KAYCEE & RACHEL in WONDERLAND,Philippines,Entertainment,1/20/2016,3820615,198,,,,,,,,,,,
769,UC4qk9TtGhBKCkoWz5qGJcGg,Tati,-,Howto & Style,11/8/2010,3820261,1282,,,,,,,,,,,
770,UCmDalaHBMDjFT65eYI50ZzQ,FunSurprisingToys,United States,Entertainment,5/24/2015,3818383,125,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
772,UCqmugCqELzhIMNYnsjScXXw,Vsauce2,United States,Science & Technology,12/7/2010,3814214,332,,,,,,,,,,,
773,UC14UlmYlSNiQCBe9Eookf_A,FC Barcelona,EspaÃ±a,Sports,2/6/2006,3807214,6877,,,,,,,,,,,
774,UCFHtCB_FWXQ8GpjgfYcD8-g,Passenger,Great-Britain,Music,12/5/2006,3804835,176,,,,,,,,,,,
775,UCFFUY0PCOH3CieBjbZd5suw,GunVsGun,Canada,Entertainment,11/29/2010,3799039,277,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
778,UCPFVhmjjSkFhfstm2LghZIg,TheAngryGrandpaShow,-,Entertainment,6/19/2010,3789314,628,,,,,,,,,,,
779,UChQa782WS-BaptyVDgRUyuA,Vilhena,Brazil,Entertainment,11/6/2011,3782145,975,,,,,,,,,,,
780,UCB9_VH_CNbbH4GfKu8qh63w,ScrewAttack!,United States,Entertainment,3/14/2006,3782113,4952,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
783,UCPVGUnnNyf_FWLE0cLmphEA,Patry Jordan,-,Howto & Style,8/25/2010,3770553,450,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
785,UCr8RbU-D7iSvpy0ZO-AasoQ,INNA,Romania,Music,5/19/2009,3752437,716,,,,,,,,,,,
786,UChYwYTzrhfxPfJPFWRlYwUg,DEL Records,United States,Music,1/30/2009,3746661,1996,,,,,,,,,,,
787,UCRNmk0RhyeoHOgcB5xxgqBw,NEXT9NEWS à¤¹à¤° à¤à¤¬à¤° à¤à¤ª à¤¤à¤,India,Entertainment,6/10/2014,3736584,54457,,,,,,,,,,,
788,UC4a-Gbdw7vOaccHmFo40b9g,Khan Academy,-,Education,11/17/2006,3729209,6853,,,,,,,,,,,
789,UC1oPBUWifc0QOOY8DEKhLuQ,avex,Japan,Music,9/4/2008,3728049,8625,,,,,,,,,,,
790,UCpZ_DI-ZugwMzXcqccaTVsg,Dagi Bee,Germany,Howto & Style,6/17/2012,3720444,458,,,,,,,,,,,
791,UCI4hPnUgXDCx1ebNDaM8_5Q,SimoneSimariaVEVO,-,Music,6/6/2016,3720387,21,,,,,,,,,,,
792,UCnv5OYcsDh1sR7SXuILq2wQ,mateiformiga,Brazil,Entertainment,7/22/2012,3719759,957,,,,,,,,,,,
793,UCLe_kjXzRP_0opzw-BXiQxw,XtremeGamez,Australia,Entertainment,5/21/2014,3718904,168,,,,,,,,,,,
794,UC8Q1gJfcRy5HKweJJb35gyQ,MBC THE VOICE KIDS,-,Entertainment,2/17/2015,3718216,302,,,,,,,,,,,
795,UCSOiCD_QJnfDU-jlBDaPxfQ,DavidParody,Canada,Entertainment,10/17/2009,3716452,629,,,,,,,,,,,
796,UC6MtPHJ6axc8iXPmHYLqC-A,Fran para meninas,Brazil,Entertainment,9/23/2012,3715662,1294,,,,,,,,,,,
797,UCXIyz409s7bNWVcM-vjfdVA,Majestic Casual,United States,Music,4/28/2012,3711677,1699,,,,,,,,,,,
798,UCtdyg85rwF9bPlz3ON6izFw,TheShooterCoC,-,Entertainment,4/16/2013,3710957,129,,,,,,,,,,,
799,UCm3Y5mfuO7pf3SXQILf3Obg,Clevver TeVe,-,Entertainment,7/19/2011,3709177,5543,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
801,UCT80pRmuw_PIw_5HrqL9HPQ,Los Juguetes de Titi,-,Entertainment,5/29/2015,3707178,971,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
804,UCrIIH7yHQugaUuoTZDoEUuQ,Tanya Burr,Great-Britain,Howto & Style,10/16/2009,3699088,482,,,,,,,,,,,
805,UC3bO1qGcFovPqFEa-mg4EyA,Timothy DeLaGhetto,-,Entertainment,9/29/2006,3697768,500,,,,,,,,,,,
806,UCKL5hAuzgFQsyrsQKgU0Qng,GMA Network,Philippines,Entertainment,11/20/2006,3697400,57246,,,,,,,,,,,
807,UCLXo7UDZvByw2ixzpQCufnA,Vox,-,News & Politics,3/4/2014,3696776,771,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
809,UCajrNVKvG2xVlVcSr3GcsDA,Telemundo,-,Entertainment,1/3/2007,3689689,13962,,,,,,,,,,,
810,UCBRFlde39a2U4nAkmGqJwAQ,Flo Rida,-,Music,10/29/2007,3681569,105,,,,,,,,,,,
811,UCS9Lijwamx03o16qbx2gEjw,SilentoVEVO,-,Music,5/4/2015,3681482,14,,,,,,,,,,,
812,UC7wseMScXyaEP7ubWutNZmQ,D4rkFrame,Portugal,Entertainment,6/20/2013,3678573,366,,,,,,,,,,,
813,UCttspZesZIDEwwpVIgoZtWQ,IndiaTV,India,News & Politics,8/26/2006,3676160,114039,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
816,UC0rDDvHM7u_7aWgAojSXl1Q,DaveHax,Great-Britain,Howto & Style,6/8/2012,3671528,312,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
821,UCJxv80y78XTCUqfiplmDyRw,Tri-line,-,Entertainment,8/15/2012,3661270,404,,,,,,,,,,,
822,UCzE4rHZD7TdxGqfMzVT_p2w,ThatcherJoeVlogs,Great-Britain,Entertainment,1/13/2013,3654986,563,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
824,UCV1JuyDF9Re3HyXFGeqnC7Q,JesseAndMike,United States,Entertainment,4/29/2007,3654202,363,,,,,,,,,,,
825,UCcHR0RvLYk33ppkjBw3UaEA,Mari Maria,-,Entertainment,9/17/2014,3648595,350,,,,,,,,,,,
826,UC1yBKRuGpC1tSM73A0ZjYjQ,The Young Turks,United States,News & Politics,12/21/2005,3641450,31888,,,,,,,,,,,
827,UCp5tDWMJWnzmNlwurP-pDLw,Marisolpink,MÃ©xico,Howto & Style,12/16/2006,3639770,279,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
829,UCXbQzhqSvgVZTUyi1T4AU3w,Lauren Curtis,Australia,Howto & Style,8/31/2011,3637371,328,,,,,,,,,,,
830,UC-b89a0Fw6pNoP-g-_qLeiw,Ð¡ÑÐµÐ½Ð´ÑÐº,-,Entertainment,4/26/2010,3636208,202,,,,,,,,,,,
831,UCw_T-wN5D_NbfwFp4ztQvBA,ApeCrime,Germany,Entertainment,2/16/2011,3629044,645,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
833,UCXTAdFsBmxNK3_c8MUvSviQ,Christen Dominique,United States,Howto & Style,2/3/2009,3614135,261,,,,,,,,,,,
834,UC8v4vz_n2rys6Yxpj8LuOBA,KathleenLights,United States,Howto & Style,1/26/2013,3609363,740,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
837,UCTOSI18KyJSZWouZM5kADvg,Mariana Nolasco,Brazil,Music,12/20/2011,3601835,134,,,,,,,,,,,
838,UCbiqjDZeuczOizyzJ4Sp8fQ,bytarifa,EspaÃ±a,Entertainment,11/9/2014,3591220,90,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
840,UCgoxyzvouZM-tCgsYzrYtyg,Nisha Madhulika,India,Howto & Style,8/2/2009,3589861,1256,,,,,,,,,,,
841,UCT-_4GqC-yLY1xtTHhwY0hA,PONY Syndrome,"Korea, Republic of",Howto & Style,2/12/2015,3588734,74,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
843,UCMz7JFeTmiO2oJgtmYhpUmQ,McJuggerNuggets,United States,Entertainment,12/10/2006,3586904,1555,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
845,UCKcQ7Jo2VAGHiPMfDwzeRUw,ChuChuTV Surprise Eggs Toys,India,Education,3/24/2015,3565624,80,,,,,,,,,,,
846,UCUl-2o1dLbH_GCoU_B_1tsg,Luan Palomera,MÃ©xico,Entertainment,12/31/2011,3561418,632,,,,,,,,,,,
847,UCp-_AjOrkH5Xq9Km8T7voMg,OfficialCKanVEVO,-,Music,1/28/2013,3553204,170,,,,,,,,,,,
848,UCvM1hVcRJmVWDtATYarC0KA,How To Cake It,Canada,Howto & Style,1/31/2015,3548559,235,,,,,,,,,,,
849,UCdZwMpK-iWqCos46xPscDeg,SA Wardega,-,Entertainment,1/30/2012,3544984,51,,,,,,,,,,,
850,UCJ6kxrH8SKz9BiSJ--xeh1A,CloeCouture,United States,Howto & Style,1/24/2011,3541924,265,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
853,UCpSgg_ECBj25s9moCDfSTsA,Jamie Oliver,Great-Britain,Entertainment,5/21/2006,3540355,1472,,,,,,,,,,,
854,UC11PvrGPzo6Y7Zc6-e9cAKg,DramaAlert,United States,News & Politics,6/16/2014,3538355,811,,,,,,,,,,,
855,UC7rVvFP90pl7tAtPsVIhfww,Bhad Bhabie,United States,Music,1/31/2017,3538029,53,,,,,,,,,,,
856,UCnrG75VRwdlp2wtwfpOCBRQ,Sanam,India,Music,8/2/2012,3535497,92,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
859,UCrDAFagvWYuScZMzqs-OslA,Simon Desue,Germany,Entertainment,7/2/2009,3522524,427,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
862,UC56D-IHcUvLVFTX_8NpQMXg,MrBrent98,-,Entertainment,8/1/2009,3516463,227,,,,,,,,,,,
863,UCNApqoVYJbYSrni4YsbXzyQ,Aditya Music,India,Music,5/1/2008,3516318,13627,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
865,UCl5hl5HIQqets-5iHhgrqOw,Learn Colors Baby,United States,Entertainment,5/2/2017,3506685,36,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
867,UCt_4wzTQqmcUvemNkeO0plA,Ei Nerd,Brazil,Entertainment,11/29/2013,3500863,901,,,,,,,,,,,
868,UC3zVeAaoPEN1Tu25dW3G2Ig,Sonotek,India,Music,1/11/2011,3499165,8102,,,,,,,,,,,
869,UCE2606prvXQc_noEqKxVJXA,ABS-CBN News,Philippines,News & Politics,10/22/2009,3495440,66968,,,,,,,,,,,
870,UCbVwJCxsVbmaP1PFmbGQDeQ,MK MUSIC,Brazil,Music,1/18/2010,3494030,2752,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
872,UCAOtE1V7Ots4DjM8JLlrYgg,Peppa Pig - Official Channel,United States,Film and Animation,10/9/2013,3490462,174,,,,,,,,,,,
873,UCwmFOfFuvRPI112vR5DNnrA,Vsauce3,United States,Science & Technology,12/24/2010,3490368,160,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
875,UCTP5z0kFg6-nPcZ79gTC67Q,GMM25Thailand,Thailand,Entertainment,6/8/2011,3485036,10985,,,,,,,,,,,
876,UCIWDs20QFcudiSe8LWQAAVQ,YAPYAP,Turkey,Entertainment,11/25/2013,3481305,1907,,,,,,,,,,,
877,UCadtap8RYMNy8w4K9lXhzpQ,Barbie,-,Entertainment,10/8/2005,3475663,4501,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
879,UCgO5cJ4sL1um054gGYusjiA,LEGENDA FUNK,Brazil,Music,5/11/2013,3467673,2655,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
881,UCxLpKibphYqXrXpxAnR8MfA,MondoMedia,United States,Film and Animation,1/22/2007,3456298,1502,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
884,UCXooz9whNJZBRTHi9AqdjPw,Gusttavo Lima Oficial,Brazil,Music,11/9/2010,3449541,223,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
886,UC1KbedtKa3d5dleFR6OjQMg,alpha m.,United States,Howto & Style,7/6/2008,3446485,759,,,,,,,,,,,
887,UChXnu0HBydqedqhnClp0rJg,TygaVEVO,-,Music,3/1/2010,3440643,119,,,,,,,,,,,
888,UCU7uY3wCPh9j39KXzOpqNaw,Julio Cocielo,Brazil,Entertainment,9/28/2014,3437578,23,,,,,,,,,,,
889,UCDHQbU57NZilrhbuZNbQcRA,PatrickStarrr,-,Howto & Style,2/27/2013,3435956,241,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
891,UCUR_q3i5yONr9BghspQzqyg,The Voice Thailand,Thailand,Entertainment,9/3/2012,3426069,1904,,,,,,,,,,,
892,UCl0Vpub9kTgBhGwGFd0rdfw,GlitterForever17,United States,Howto & Style,5/21/2011,3425788,540,,,,,,,,,,,
893,UCWACD_NdQo00BhutSXMKa-w,Leroy Sanchez,-,Music,1/4/2007,3424355,143,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
895,UCq1JpGFxcZTbbOAz010U-og,Ð¢ÑÑÐ¼ Ð¢ÑÑÐ¼,Russian Federation,Howto & Style,10/12/2015,3422450,501,,,,,,,,,,,
896,UC-BRUJOtblqGrftY6oRcOZw,Blowek,Poland,Entertainment,4/13/2011,3420333,1074,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
898,UChoQQRDf-zU1h6_YjKkWvdw,Ben Phillips,Great-Britain,Entertainment,9/4/2014,3415450,442,,,,,,,,,,,
899,UCQi67q4kGdmnJaRzX81uK5g,YG ENTERTAINMENT,"Korea, Republic of",Music,1/18/2008,3415076,398,,,,,,,,,,,
900,UC7GEkU7y5RRD5BLWiZKDeFg,Celso Portiolli,Brazil,Entertainment,3/1/2016,3411106,87,,,,,,,,,,,
901,UCMgQwzHQrefJYo5GTIvhV0w,howtoPRANKitup,United States,Howto & Style,8/28/2013,3410361,197,,,,,,,,,,,
902,UCintIUOJEktQBfhEI9XXpuw,Telugu Filmnagar,India,Entertainment,2/11/2011,3408156,18317,,,,,,,,,,,
903,UC5ezaYrzZpyItPSRG27MLpg,POPS Kids,Viet Nam,Music,1/14/2014,3404676,4341,,,,,,,,,,,
904,UCOhtMAg7xh8wv_wUHMgFc-Q,PostMaloneVEVO,-,Music,9/30/2014,3399483,11,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
906,UCR_Te2bbmsrqvYlAmkgA2sA,Lucas Castel :D,-,Entertainment,2/13/2012,3396102,174,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
908,UCgrsF4TYwmrV0QsXb8AoeHQ,Dr. Sandra Lee (aka Dr. Pimple Popper),United States,Education,10/20/2010,3391982,1020,,,,,,,,,,,
909,UCiZJtnTQunvoY0xgv-Ce_rg,NTN Vlogs,Viet Nam,Entertainment,5/4/2016,3390120,272,,,,,,,,,,,
910,UCsP7Bpw36J666Fct5M8u-ZA,How To Cook That,Australia,Howto & Style,4/16/2011,3388711,355,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
912,UC9MlhVnLZ9DuazKD81Rjudw,Kronno Zomber,-,Music,10/19/2011,3378823,192,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
916,UCunw-c0EKIX5LpPo8GpA2Aw,elcarteldesantatv,-,Music,11/27/2008,3368810,226,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
918,UCaDY8WjYWy36bnt0RVzSklw,Tipsy Bartender,United States,Howto & Style,11/2/2010,3365305,1549,,,,,,,,,,,
919,UCNJcSUSzUeFm8W9P7UUlSeQ,The Viral Fever,India,Entertainment,3/14/2011,3359923,223,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
922,UCeTzt8EPd5KZn6ZYH07eUSA,superkian13,-,Film and Animation,6/5/2010,3350631,31,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
924,UCWi_65E_L8tQZ34C6wVAlpQ,Venus,India,Music,9/22/2005,3349353,3968,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
927,UCoookXUzPciGrEZEXmh4Jjg,Sesame Street,United States,Entertainment,1/16/2006,3340799,2460,,,,,,,,,,,
928,UCYenDLnIHsoqQ6smwKXQ7Hg,#Mind Warehouse,-,Education,8/10/2013,3339828,215,,,,,,,,,,,
929,UC4XR0EZ0oHwSV2XhhShzX5A,CrazyFrogVEVO,-,Music,5/12/2009,3338024,12,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
931,UCxWkNmkeAL52VTJyBlIJRXw,Teremok TV,-,Entertainment,5/24/2012,3334554,2872,,,,,,,,,,,
932,UCX71z-68tW3Pk5TW6EPKQgg,Julienco,Germany,Entertainment,7/27/2014,3331668,268,,,,,,,,,,,
933,UCjmAh2qxmvWdH3xNPbg0IUQ,FunToysMedia,United States,Education,7/12/2015,3329602,253,,,,,,,,,,,
934,UChlO3V1jOxk5qOXHNxiLqyw,Miku,MÃ©xico,Entertainment,3/24/2012,3325208,262,,,,,,,,,,,
935,UCGdPm5Aq081vVD7ih9jZf6Q,FactTechz,India,Entertainment,7/24/2016,3325074,119,,,,,,,,,,,
936,UCGwu0nbY2wSkW8N-cghnLpA,Jaiden Animations,United States,Film and Animation,2/17/2014,3320256,70,,,,,,,,,,,
937,UC2C_jShtL725hvbm1arSV9w,CGP Grey,Great-Britain,Education,8/12/2010,3318708,120,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
939,UC2p6VaUJuqkT_enILbnwtJA,FUNNY TOONS,United States,Film and Animation,7/18/2006,3313725,21,,,,,,,,,,,
940,UC4MBNNxjyabOfYxKC1whveg,1Kilo Oficial,Brazil,Music,4/16/2016,3312083,77,,,,,,,,,,,
941,UCzzbaQY1nPim5yroAjtXRTw,issa twaimz,-,Entertainment,8/6/2013,3309775,68,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
943,UC9SVhrnsGxWwiBRWT9c7Ozw,RoomieOfficial,Great-Britain,Music,7/25/2010,3300347,142,,,,,,,,,,,
944,UCBMvWaA97BAegvJ_Hz6Vwuw,Yo Mama,United States,Film and Animation,9/18/2005,3299570,604,,,,,,,,,,,
945,UC21wUP_bie85msUyT3eJnew,Xafurdaria,Brazil,Entertainment,12/10/2012,3298923,485,,,,,,,,,,,
946,UCsaKxIA9snv1Wrh_sw1DFvg,The Voice Kids,Germany,Entertainment,4/8/2013,3296633,402,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
949,UCGZXYc32ri4D0gSLPf2pZXQ,Armada Music,Nederland,Music,8/30/2006,3290065,10630,,,,,,,,,,,
950,UCFpD-o5sN0cSk8pgZSGLJ4g,BlackStarTV,Russian Federation,Music,3/24/2008,3284726,167,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
952,UCCCysu6ecuB4TFqzkyxLJaA,MattyBVlogs,-,Entertainment,6/27/2011,3281889,375,,,,,,,,,,,
953,UCeUYwh-WiIoG47ECQvQxKsA,TuTiTuTV,Israel,Education,7/26/2010,3281862,593,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
955,UC7Lu-ONZhIM_lvKnZn0F19Q,Kafalar,Turkey,Entertainment,12/26/2014,3280369,216,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
957,UC06E4Y_-ybJgBUMtXx8uNNw,TheBackyardScientist,United States,Science & Technology,4/1/2013,3278367,126,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
959,UCOfSEIUbEcOCMGPGyMPv4fg,Naiara Azevedo,Brazil,Music,3/26/2011,3275340,113,,,,,,,,,,,
960,UCe2ba_7LwQdNK5BKFSLm41Q,Tessa Brooks,-,Music,9/11/2011,3273063,147,,,,,,,,,,,
961,UCzNWVDZQ55bjq8uILZ7_wyQ,FRESH Movie Trailers,United States,Entertainment,6/27/2011,3271738,6637,,,,,,,,,,,
962,UCHAx8o0jj-8L_sqR5QM1Cwg,La FÃªnix,Brazil,Entertainment,9/1/2010,3263089,900,,,,,,,,,,,
963,UCD-aXv7CMezGSTfxmKAD6Ag,iPantellas,Italy,Entertainment,8/28/2009,3261149,270,,,,,,,,,,,
964,UCI4fHQkguBNW3SwTqmehzjw,DALLMYD,United States,Sports,2/1/2011,3258671,381,,,,,,,,,,,
965,UChX2haJZZJOtIIrdqLPvQWA,RemexMusic,-,Music,9/20/2010,3258419,873,,,,,,,,,,,
966,UCZfId64U0uXqaSsAQCsp7Qg,Evelyn Regly,Brazil,Howto & Style,8/7/2006,3256564,710,,,,,,,,,,,
967,UCORIeT1hk6tYBuntEXsguLg,PostmodernJukebox,United States,Music,12/25/2008,3253881,291,,,,,,,,,,,
968,UCR1EMxu9anmg7DhJBxNUbsA,Aspyn Ovard,-,Howto & Style,8/29/2010,3252923,236,,,,,,,,,,,
969,UCbOCbp5gXL8jigIBZLqMPrw,HarryStylesVEVO,-,Music,3/31/2017,3252564,14,,,,,,,,,,,
970,UCsXGvLPTWXAOt8WrjiBCLGg,Julia Silva,Brazil,Entertainment,8/6/2007,3252063,1151,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
972,UCoqCOvZxkz2HMOC6vXkXBAQ,Carol e Vitoria Oficial,Brazil,Music,7/14/2015,3247281,135,,,,,,,,,,,
973,UC7IcJI8PUf5Z3zKxnZvTBog,The School of Life,-,Education,5/18/2010,3246792,580,,,,,,,,,,,
974,UCBi2mrWuNuyYy4gbM6fU18Q,ABC News,United States,News & Politics,8/7/2006,3239995,41281,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
976,UC5-gWZXAQqSGVfPHkA7NRiQ,Bebe Rexha,-,Music,10/2/2008,3236942,37,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
978,UCBINYCmwE29fBXCpUI8DgTA,MostAmazingTop10,Canada,Education,12/19/2014,3233137,1697,,,,,,,,,,,
979,UCU4dLZPpj0hRF-P4x4snO9g,Los mejores Top 10,-,Entertainment,5/13/2015,3231088,369,,,,,,,,,,,
980,UCmmG1PC3Mtyx1KHJfJVGIpQ,SKabeche,-,Entertainment,2/18/2014,3229898,96,,,,,,,,,,,
981,UCJgPnkjLwGgbzfbaeJvBlVQ,YandelVEVO,-,Music,5/12/2009,3226374,94,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
983,UC8L3Rrqjk6qDjJS35TGHh0w,KIDS 312,-,Education,11/18/2014,3225698,263,,,,,,,,,,,
984,UCMx33fISkv8CqxfMIFuj9OA,VIRAL,-,Entertainment,5/22/2014,3222821,304,,,,,,,,,,,
985,UCglYq701IltaH0Fk-z3UsSA,Top5Central,United States,Entertainment,3/6/2016,3220599,584,,,,,,,,,,,
986,UC0vRcJh1-GQL_V4qm5F6xFw,All Def Digital,-,Entertainment,11/20/2012,3220195,2849,,,,,,,,,,,
987,UChr1sKJ27Fr6WZxAlusbo_w,Felix von der Laden,Germany,Travel & Events,6/10/2011,3218641,3277,,,,,,,,,,,
988,UC1ciY6kR3yj3kaKZ6R7ewAg,Infobells - Hindi,India,Education,6/6/2014,3212431,132,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
991,UCscIA6WB0CrHlhmD-D7_bSA,lunacreciente,Venezuela,Music,2/22/2006,3207793,1415,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
993,UCI3Mrva19d3EetUOCmygPKA,Anastasiya Shpagina,Ukraine,Howto & Style,7/30/2011,3202742,180,,,,,,,,,,,
994,UCh0lrL3yjMsby1VP3a12COQ,JoÃ£o Guilherme Ãvila,Brazil,Music,2/19/2015,3201869,197,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
996,UCSJsjCiTl2lourZXnigVCoA,ThÆ¡ Nguyá»n,Viet Nam,Entertainment,3/6/2016,3197953,483,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
998,UC2el0G8cIcOOdjlHy2KOBkQ,ÐÐ°ÑÐ±Ð¾ÑÐºÐ¸Ð½Ñ,Russian Federation,Film and Animation,11/2/2011,3196096,449,,,,,,,,,,,
999,UChcn-n6L8vYHzsqOwOubdRQ,CarlosVivesVEVO,Colombia,Music,10/30/2012,3188866,91,,,,,,,,,,,
1000,UCd6xjtAsyhN6HfSw6lUSVMA,Melliart,United States,Entertainment,5/8/2012,3184816,44,,,,,,,,,,,
1001,UCDVYQ4Zhbm3S2dlz7P1GBDg,NFL,-,Sports,12/14/2014,3182209,13508,,,,,,,,,,,
1002,UC99LgIedzGD1GirhFGldfUQ,EnjoyPhoenix,France,Howto & Style,10/14/2010,3181630,604,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1004,UC6zhI71atP7YLoZyIyCIGNw,Dave and Ava - Nursery Rhymes and Baby Songs,United States,Education,12/4/2014,3180110,314,,,,,,,,,,,
1005,UCc6ijhSlqKeUiyTmb996Rtg,patty dragona,-,Entertainment,10/23/2007,3178168,1010,,,,,,,,,,,
